page_url,image_url,author,title,annotation
http://loveread.ec/view_global.php?id=10403,http://loveread.ec/img/photo_books/10403.jpg,Эдвард Радзинский,Книга Игры писателей. Неизданный Бомарше,"Все было, как всегда. В день его патрона, Святого Франциска, в большой столовой собрались самые близкие друзья Шатобриана. Рене заставил Селесту пригласить мадемуазель Н.. Устроили маленький маскарад – все сидевшие за столом получали прозвища. И, как всегда, он назвался Котом, жена Селеста – Кошкой («Ша»тобрианы). А когда решали, как назвать мадемуазель, Селеста, с усмешкой глядя ему в глаза, предложила назвать ее Мышкой."
http://loveread.ec/view_global.php?id=10404,http://loveread.ec/img/photo_books/10404.jpg,Эдвард Радзинский,Книга Иоанн мучитель,"Еще в сталинские времена наш знаменитый антрополог и скульптор академик Герасимов, восстанавливавший лица по черепам, задумал вскрыть гробницу царя Ивана Грозного. Герасимов хотел не только воссоздать портрет легендарного царя, но ответить на вопрос: как он умер? Был ли он убит, как гласила легенда, или, говоря словами поэта, «к стыду людей, он умер сам»?"
http://loveread.ec/view_global.php?id=10405,http://loveread.ec/img/photo_books/10405.jpg,Эдвард Радзинский,"Книга Лунин, или смерть Жака","Смешок. Потом зажгли свечу – и тускло вспыхнули золотое шитье и эполеты... Вся глубина камеры оказалась заполнена толпой: лица терялись во тьме, лиц не было – только блестели мундиры... 
Потом свечу передвинули – и из тьмы возникли очертания женской фигуры. И тогда старик, державший свечу, протянул к ней руки..."
http://loveread.ec/view_global.php?id=10406,http://loveread.ec/img/photo_books/10406.jpg,Эдвард Радзинский,Книга Любовные сумасбродства Джакомо Казановы,"Старик писал свою книгу промозглыми ночами в холодном замке в Богемии. Старик вызывал тени. Книгу он назвал – «История моей жизни». И начал он ее в год мистический – 1789-й. В тот год там, далеко за окнами замка, в Париже свершилась революция. Революция должна была похоронить мир, который описывал старик."
http://loveread.ec/view_global.php?id=10407,http://loveread.ec/img/photo_books/10407.jpg,Эдвард Радзинский,Книга На Руси от ума одно горе,"В 1856 году в Москве произошло печальное событие, поставившее «Московские ведомости» в весьма затруднительное положение. Умер Петр Яковлевич Чаадаев, никаких чинов не имевший, да и вообще давным-давно нигде не служивший. А как сказал его современник: «У нас в России кто не служит, тот еще не родился, а кто службу оставил, тот, считай, помер»."
http://loveread.ec/view_global.php?id=10409,http://loveread.ec/img/photo_books/10409.jpg,Эдвард Радзинский,Книга Несколько встреч с покойным господином Моцартом,"Из письма ко мне пианиста К. «Я никогда не верил, что Сальери отравил Моцарта. Люди искусства склонны к завышенной самооценке... Если попросить любого из нас чистосердечно ответить на вопрос „Кто самый-самый?“ – почти каждый ответит – „Я!“ Сальери был такой же эгоцентрик, как все мы. Тем более что, в отличие от нас, он имел все основания считать себя первым."
http://loveread.ec/view_global.php?id=10411,http://loveread.ec/img/photo_books/10411.jpg,Эдвард Радзинский,Книга О любви к математике,"Эта тетрадь – о предсмертных днях Велимира Хлебникова. Я часто думаю: кто создал эту тетрадь? Была ли она написана с предсмертных слов самого поэта его другом, художником Митуричем, в доме которого Хлебников окончил свои дни? Или женой Митурича? И наконец, кто вставил в эту тетрадь подлинные письма поэта-символиста Городецкого и ответы наркома Луначарского? И кто соединил их с «Досками Судьбы» самого Хлебникова? Я этого не знаю, да никогда и не пытался узнать – я слишком ценю тайну. Одно, повторяю, ясно, тетрадь эта создавалась в самые последние дни таинственнейшего из поэтов – Велимира Хлебникова."
http://loveread.ec/view_global.php?id=10412,http://loveread.ec/img/photo_books/10412.jpg,Эдвард Радзинский,Книга Последняя из дома Романовых,"Они прячутся в старых, кривых московских переулках. И там, величественные и жалкие, как состарившийся Казакова, греют на солнце свои колонны – облупившиеся белые колонны московских дворцов XVIII века... Зажатые между огромными домами, они выплывают из времени. Миражи. Сны наяву."
http://loveread.ec/view_global.php?id=10413,http://loveread.ec/img/photo_books/10413.jpg,Эдвард Радзинский,Книга Последняя ночь последнего Царя,"Жаркий июль 1938 года. Кремлевская больница, ночь, палата. В большой пустой палате на кровати спит больной – Яков Юровский. 
Дверь открывается – и в темноте возникает силуэт вошедшего мужчины. Он проходит в глубь палаты и некоторое время сидит один в темноте. Будто почувствовав его присутствие, просыпается Юровский. Приподнимается на постели – всматривается в темноту. Никого не увидев, вновь откидывается на постели и вслух, как в ночном бреду, лихорадочно повторяет..."
http://loveread.ec/view_global.php?id=10414,http://loveread.ec/img/photo_books/10414.jpg,Эдвард Радзинский,Книга Прогулки с палачом,"Зимой 1996 года я приехал в Париж. И все представлял, как ровно сто лет назад были в Париже – Они… 
Шел 1896 год. Это был первый визит русского царя во Францию – после того, злополучного, когда поляк Березовский выстрелил в его деда. Поляк мстил за поруганную Польшу. К счастью, Александр II тогда остался жив (его убьют потом – бомбой)."
http://loveread.ec/view_global.php?id=10416,http://loveread.ec/img/photo_books/10416.jpg,Эдвард Радзинский,Книга Тайна Иоаннова сына,"Умирая, царь Иоанн Васильевич оставил царство сыну своему Федору. 
Понимал он, что немощный сын не в силах будет один удержать царский венец, и оставил он при нем могучих советчиков: родного брата его матери Никиту Романовича Юрьева (еще один шаг к престолу сделал род Романовых), шурина Федора, боярина Бориса Годунова, и первого в Думе по знатности рода князя Ивана Мстиславского. Просил помогать сыну и доблестного защитника Пскова – князя Ивана Шуйского, одного из немногих Шуйских, которых не уничтожил казнями и не изгнал опалами."
http://loveread.ec/view_global.php?id=10417,http://loveread.ec/img/photo_books/10417.jpg,Эдвард Радзинский,Книга Театр времени Нерона и Сенеки,"Над цирком заходило жаркое солнце. Сквозь розовый шелк, натянутый над гигантским амфитеатром, тяжелые лучи падали на арену. Плавилась арена, усыпанная медными опилками, в розовом свете плыли статуи богов... Посреди арены высился золотой крест. Под крестом горела золотом громадная бочка. 
И в этом пылающем розово-золотом свете возник на арене прекрасный юноша. В золотом венце, в золотой тоге – совершеннейший Аполлон. Только вместо сладкозвучной кифары в руках Аполлона был бич..."
http://loveread.ec/view_global.php?id=10440,http://loveread.ec/img/photo_books/10440.jpg,Евгения Гордеева,Книга Дар на верёвочке,"Редкий дар, это всегда испытание. А если его отбирают? Это испытание вдвойне… А если тебе всего девять лет, и у тебя нет защитников? Самостоятельно выбрать путь и идти по нему… А как же месть обидчикам? Всему своё время…"
http://loveread.ec/view_global.php?id=10442,http://loveread.ec/img/photo_books/10442.jpg,Арина Зимняя,Книга Никому тебя не отдам,"Что делать, если твой принц явно не из сказки и больше похож на злодея? Не привык, чтобы ему отказывали и все равно получит свое? Бежать? Скрываться? Или пытаться наладить свою жизнь без него? Хорошо, когда есть друзья, которые тебе всегда помогут."
http://loveread.ec/view_global.php?id=10474,http://loveread.ec/img/photo_books/10474.jpg,Наталия Осояну,Книга Звёздный огонь,"Бескрайний океан полон опасностей: на его просторах моряков поджидают сирены, кракены, кархадоны и безымянные твари — те, после встречи с которыми не остается никого, кто мог бы об этом рассказать. Но моряки — бесстрашный народ, привыкший рисковать. Вознеся хвалу Заступнице и полагаясь на всемогущего капитана, они отправляются в путь. Целительница Эсме еще не знает, что вскоре покинет родной город и отправится на поиски древнего сокровища в компании темных, но весьма примечательных личностей на борту пиратского корабля.
Вторая книга из серии, посвященная новым приключениям старых друзей с ""Невесты Ветра""."
http://loveread.ec/view_global.php?id=10479,http://loveread.ec/img/photo_books/10479.jpg,Харпер Ли,Книга Убить пересмешника,"Роман «Убить пересмешника...», впервые опубликованный в 1960 году, имел оглушительный успех и сразу же стал бестселлером. Это и неудивительно: Харпер Ли (1926–1975), усвоив уроки Марка Твена, нашла свой собственный стиль повествования, который позволил ей показать мир взрослых глазами ребёнка, не упрощая и не обедняя его. Роман был удостоен одной из самых престижных премий США по литературе — Пулитцеровской, печатался многомиллионными тиражами. Его перевели на десятки языков мира и продолжают переиздавать по сей день.
«Убить пересмешника...» — это роман о нравах. Действие его точно локализовано во времени и в пространстве: провинциальный городок в Алабаме — Мейкомба — в середине 1930-х гг., то есть в пору тяжёлой экономической депрессии. Здесь показаны основные социальные группировки-богатые землевладельцы, негры, работающие на них потомки плантаторов, преуспевающие или бедствующие, но сохраняющие «благородные понятия», манеры и претензии, бедняки, именуемые в просторечии «белой швалью». В тексте романа фигурируют непременные деятели провинциальной Америки — судья, шериф, учитель, доктор, адвокат. Они олицетворяют власть, духовную и светскую, закон и дух стабильности, хотя и подвержены традиционным предрассудкам, социальным и расовым предубеждениям, подобно всем прочим обитателям Мейкомба."
http://loveread.ec/view_global.php?id=10501,http://loveread.ec/img/photo_books/10501.jpg,Ольга Горовая,Книга Обжигающая спираль,"Руслан — мужчина, который привык ни в чем себе не отказывать и брать от жизни по-полной, ограничивая свой характер только во время боя. Он не считается ни с чьим мнением и мало на кого обращает внимание, привыкнув жить на грани. Но поможет ли такой способ жизни удержать ему ту, которая слишком глубоко засела внутри его существа? Света готова вынести многое ради того, кого полюбит, она сделает для избранника все, вот только даря себя безраздельно, требует подобного же и от мужчины. И не может смириться с тем, как привык жить Руслан. Не выдержав, она уходит от него…Но смогут ли они уйти от самих себя и того, что накрепко их связало?"
http://loveread.ec/view_global.php?id=10502,http://loveread.ec/img/photo_books/10502.jpg,Уильям Теккерей,Книга Ярмарка тщеславия,"""Ярмарка Тщеславия"" - одно из замечательных произведений классика английской литературы Уильяма Теккерея (1811 - 1863). Автор бросает в нем вызов буржуазно-демократическому английскому обществу, уличая правящие классы страны в своекорыстии, паразитизме и лицемерии."
http://loveread.ec/view_global.php?id=10516,http://loveread.ec/img/photo_books/10516.jpg,Пьер Буль,Книга Мост через реку Квай,"Замачательный французский писатель Пьер Буль известен большинству читателей как автор книги «Планета обезьян», по которой режиссер Тим Бёртон снял одноимённый блокбастер. Однако известность Буль получил с романом «Мост через реку Квай», одной из немногих книг западных авторов об азиатской стороне Второй Мировой войны.

Захваченные в плен япоцами британские солдаты и их командир полковник Николсон вынуждены строить железнодорожный мост через реку Квай в Бирме. Тем временем командование направляет спецгруппу для уничтожения этого стратегически важного объекта."
http://loveread.ec/view_global.php?id=10517,http://loveread.ec/img/photo_books/10517.jpg,Пьер Буль,Книга Планета обезьян,"Действие книги известного французского писателя Пьера Буля ""Планета обезьян"" происходит в 2500 году. Журналиста Улисс Меру попадает на планету, где носителями разума являются обезьяны. Людей, которые потеряли способность мыслить и говорить, выставляют в зоопарках и используют для биологических экспериментов. Улиссу удается войти в контакт с двумя учеными — шимпанзе, которые устраивают ему возможность выступить на научном конгрессе и сообщить, что он является пришельцем с планеты Земля.
Книга «Планета обезьян» была переведена на десятки языков мира. Она дважды экранизировалась (в 1968 и в 2001 г.). По её мотивам было снято несколько теле-сериалов; по ним в свою очередь было написано еще четыре книги… Этот роман по праву считается культовым и входит в золотой фонд мировой фантастики."
http://loveread.ec/view_global.php?id=10519,http://loveread.ec/img/photo_books/10519.jpg,Дана Мари Белл,Книга Стальная красота,"Она – это всё, чего желал большой плохой волк.
Белинде Кэмпбелл, или «Белл», «Красавице», как ещё её зовут, очень нелегко справляться с последствиями полученной тяжелейшей травмы. Вынужденная разлука на время выздоровления со своей половинкой, предназначенной ей судьбой, – почти невыносима. Однако пока она не станет достаточно сильна, чтобы исполнять обязанности Луны Волчьей стаи Поконоса, самое безопасное место для неё – это Галле. Теперь же, спустя месяцы одиночества, она более чем готова к тому, чтобы вступить в свои права. Но вот готова ли стая принять Пуму своей Луной?
Рик Лоуэлл ждал достаточно долго, чтобы привести Белл в дом, которому она теперь принадлежит. Он сознаёт опасность, так как знает о том, что незадолго до этого, некая сучка из его стаи с целью занять положение Белл решила бросить ей вызов. Единственный способ для Белл избавиться от угрозы – победить самозванку на поединке.
Есть только одна проблема. Из-за штифта в сломанном бедре Белл не может перекидываться. Без этого тактического преимущества схватка будет неравной. Поскольку на кону стоит жизнь его недавно обретённой пары, Рик вынужден принять решение, которое изменит всё.
Конечно, если Белл даст ему возможность его выполнить.
Предупреждение: книга содержит откровенные графические описания эротических сцен, большое количество секса «по-собачьи» (или по-кошачьи?) – короче, в коленно-локтевой, а также несколько песен Рика, услышать которые ещё раз вам не захочется никогда. Ни-ког-да."
http://loveread.ec/view_global.php?id=10575,http://loveread.ec/img/photo_books/10575.jpg,Владимир Сотников,Книга Следствие по щучьему велению,"Емеля Щукин, которого все считали слишком мечтательным и нерешительным, изменился как по волшебству, когда познакомился в старинном парке со смешной собачкой по имени Растяпа. А все потому, что он узнал: Растяпа – единственная свидетельница того, как неизвестный человек прятал в парке клад! Разве мог Емеля допустить, чтобы клад нашла странная тетенька, которая подвергала собаку опасным экспериментам – например, водила ее на сеанс гипноза? Емеля взялся за дело вместе со своей бесстрашной подружкой Галкой. В нелегких поисках ребятам пригодилось все – и мечтательность, и решительность, и даже… знание того, как устроен скелет птицы."
http://loveread.ec/view_global.php?id=10582,http://loveread.ec/img/photo_books/10582.jpg,Владимир Сотников,Книга Кто похитил Робинзона?,"Ничего не скажешь, пожить на одном из Мальдивских островов в качестве Робинзона Крузо – это здорово! Именно там предстоит провести каникулы неразлучным друзьям Лирику и Петичу. Но недолго пришлось ребятам радоваться безмятежному отдыху. Загадочные события «нашли» их и здесь! Началось все с самодельного плотика, на котором к их острову приплыл перепуганный «пассажир». Макс бежал от людей, которые его похитили прямо с солнечного острова. Какой выкуп потребуют за его жизнь таинственные злодеи? Кто разработали осуществил эту хитроумную операцию? Ответы на эти и другие вопросы и собираются получить друзья. Но это случится уже в Москве..."
http://loveread.ec/view_global.php?id=10587,http://loveread.ec/img/photo_books/10587.jpg,Оскар Уайльд,Книга Мальчик-звезда,"Трехтомное Собрание сочинений английского писателя Оскара Уайльда (1854–1900) — наиболее полное из опубликованных на русском языке. Знаменитый эстет и денди конца прошлого века, забавлявший всех своей экстравагантностью и восхищавший своими парадоксами, человек, гнавшийся за красотой и чувственными удовольствиями, но в конце концов познавший унижение и тюрьму, Уайльд стал символической фигурой для декаданса конца 19 века.
Сказка ""Мальчик-звезда"" был опубликован во втором сборнике сказок Уайльда ""Гранатовый домик"" в 1891 г. с общим посвящением жене автор — Констанс Мэри Уайльд."
http://loveread.ec/view_global.php?id=10608,http://loveread.ec/img/photo_books/10608.jpg,Анастасия Романчик,Книга Прощенные,"В открытых мирах существует легенда о том, что темный вампир может встать на сторону света и измениться. Таких вампиров называли прощенными. Но может легенда та, не выдумка и не вымысел? И вот однажды легенда оживает…"
http://loveread.ec/view_global.php?id=10609,http://loveread.ec/img/photo_books/10609.jpg,Анастасия Романчик,Книга Любовь Вампира,В открытые миры попадает сестра Лимы. Она становится вампиром и влюбляется в лорда. Ради него девушка готова пойти на предательство и отдать вампирам на растерзание собственную сестру…
http://loveread.ec/view_global.php?id=10610,http://loveread.ec/img/photo_books/10610.jpg,Анастасия Романчик,Книга Ловушка,"Во времена войны матери суккубов и отца вампиров, суккубы создали ловушку, способную поймать в сеть даже лорда адского вампира. С тех пор прошло много тысячелетий, война прекратилась и темные подписали перемирие. Прощенные тоже вампиры и на этот раз суккубы будут ловить их…"
http://loveread.ec/view_global.php?id=10626,http://loveread.ec/img/photo_books/10626.jpg,Райчел Мид,Книга Железная корона,"Шаманке по найму Эжени Маркхэм нет равных, когда речь идет об изгнании магических тварей, незаконно пробравшихся в мир смертных. В качестве же королевы Тернового Царства она преуспела куда меньше, ведь страну раздирает кровопролитная война, и она ума не приложит, что делать. Одна надежда на Железную корону – магический артефакт, которого боятся даже самые могущественные представители знати.
Труднее разобраться, кому можно верить. У короля фейри Дориана есть свои эгоистичные причины помогать ей. А у бывшего бойфренда оборотня Кийо еще больше причин предать. В то же время сила Короны угрожает подчинить себе ее обладательницу, и Эжени предстоит справиться с невообразимым искушением – или подвергнуть смертельной опасности свою душу и судьбу двух миров..."
http://loveread.ec/view_global.php?id=10627,http://loveread.ec/img/photo_books/10627.jpg,Екатерина Васина,Книга Отстань от моей мечты,"Влюбляться - это здорово, особенно когда объект твоих чувств - хороший и классный парень, о котором ты грезишь и грезишь... Но что делать, когда твою мечту пытаются отнять? Правильно, пора объявлять войну всем вокруг, вцепляться зубами в любовь и тянуть ее на себя. А вокруг, как назло, полно каких-то готов, влюбленных психов, идиотов и прочих странных особей. Даже маньяк, говорят, где-то бродит поблизости... Можно ли в такой ситуации найти настоящую Дружбу, истинную Любовь и, кажется даже, самого себя?"
http://loveread.ec/view_global.php?id=10629,http://loveread.ec/img/photo_books/10629.jpg,Кейт Ринка,Книга Дар небес,"Свет и Тьма - извечное противостояние, Небес и Ада, духа и тела, двух человеческих начал. И лишь Любовь несет в себе равновесие, соединяя две противоположности в одно органичное целое. Из ночи в ночь скитается по миру Падший Ангел, собирая проклятые души и нарушая равновесие, которое способна вернуть лишь Чистая душа. И как же быть Падшему, если он находит ЕЕ, и она оказывается его противоположностью, второй половиной и прекрасным дополнением? Отпустить? Уничтожить? Или же... позволить любить, вопреки всему, кроме извечной истины: любовь - есть Дар Небес..."
